isbn,title,authors,publish_date,num_of_pages,genre
9780735243347,"Tomorrow, and Tomorrow, and Tomorrow",OL1394023A,2022-07-05,,fiction
9781639105717,Lilith,OL7741193A,2023,,
9781250803375,What the River Knows,OL10042366A,2023,,
9780316229296,The Fifth Season (The Broken Earth),,8/4/2015,512.0,"fiction, science fiction, dystopia fiction, fantasy"
9780593492918,First Lie Wins,,2024,384.0,fiction
9781328869333,1984,OL118077A,"Apr 04, 2017",304.0,"history, non-fiction, fantasy, fiction, mystery, dystopia fiction, science fiction"
9781250774156,Anatomy,OL7539148A,2022,352.0,
9781542000178,Layla,OL7315784A,2020,,
9781250301697,The Silent Patient,OL7471384A,"Feb 05, 2019",336.0,"fiction, thriller"
9780525620778,Gods of Jade and Shadow,OL7481396A,"Feb 18, 2020",384.0,"history, fiction, young adult, fantasy"
9781662501036,When We Let Go,OL7821797A,"May 17, 2022",315.0,
9780593640043,Enchanting Case of Spirits,OL13513666A,2024,,
9781368093002,Mayor of Maxwell Street,OL13535759A,2024,,
9780593598672,The Unmaking of June Farrow,OL7534829A,2023,,fiction
9780593317600,Dream Hotel,OL7637542A,2025,336.0,
9780593547922,Witch's Guide to Fake Dating a Demon,OL9617481A,2023,400.0,
9780063207264,Family Lore,OL7532251A,2023,,
9780593639085,Hunt on Dark Waters,OL7527957A,"Nov 07, 2023",336.0,"fiction, romance, fantasy"
9780593202029,Cackle,OL838513A,2021,304.0,
9781250147349,I Know Who You Are,OL7458898A,2019-04-23,304.0,"fiction, mystery, thriller"
9781250280039,The heiress: a novel,,2024,,
9780307588371,Gone Girl,,2014,422.0,"fiction, mystery, thriller"
9780593815830,Love You a Latke,OL3139904A,2024,,
9780593732045,The Favorites,OL7991078A,2025,448.0,
9781250280824,The Sirens,OL10269822A,2025,352.0,
9780593436721,Vampires of el Norte,OL9812943A,2023,,
9781619634442,A Court of Thorns and Roses,OL7115219A,"May 05, 2015",432.0,"fiction, young adult, romance, fantasy"
9781538740880,Forget Me Not,OL3073990A,2023,352.0,
9781668076217,The three lives of Cate Kay,,2025,304.0,"fiction, romance, mystery, thriller"
9781501153228,Bright Young Women,OL7290155A,"Oct 03, 2023",384.0,"fiction, mystery, thriller"
9780593440872,Book Lovers,OL7410858A,"May 03, 2022",384.0,"fiction, romance"
9780062473530,The keeper of lost things,OL7509456A,2017,278.0,fiction
9781728264721,Book Proposal,OL10642008A,2023,336.0,
9780358164098,Poster Girl,OL6895646A,2022,,
9780525540670,Long Bright River,,2020,,"fiction, mystery, thriller"
9780593642573,Play Nice,OL838513A,2025,336.0,"fiction, mystery, thriller, horror"
9780593336823,The Love Hypothesis,OL9096427A,"Sep 14, 2021",336.0,"fiction, young adult, romance"
9781250344823,Mavis the Bravest,"OL8474747A, OL3312945A",2024,,
9780544336261,The Giver,,"July 1, 2014",240.0,"fantasy, fiction, adventure, dystopia fiction, young adult, science fiction"
9780525555254,Last Night at the Telegraph Club,OL6643332A,2021,416.0,"history, fiction, young adult"
9781250145444,The Grace Year,,2019,408.0,"fiction, romance"
9780593545829,Such Sharp Teeth,OL838513A,2022,,"horror, fiction, romance, fantasy"
9781250313072,Ninth House,,2019,458.0,"fantasy, fiction, thriller, horror, young adult"
9780316582704,The Knight and the Moth,OL9623868A,2025,400.0,
9780593335734,Best Served Hot,OL3139904A,2023,368.0,
9780593183199,House Across the Lake,OL6830404A,2022,400.0,
9780063005556,Spoiler Alert,OL7761883A,2020,416.0,"fiction, romance"
9781945631375,No More Secrets,OL7922247A,2016,,"fiction, romance"
9780316273497,Stalking Jack the Ripper,OL7524305A,2016,326.0,"history, fiction, mystery"
9781662518669,When the World Goes Quiet,OL2980482A,2024,,
9780062433732,Lady killers,OL7526948A,2017,316.0,non-fiction
9781250762030,You've Reached Sam,OL9208249A,"November 9, 2021",296.0,"fiction, young adult, romance"
9781665955461,Fearless,,2025,608.0,"fiction, adventure, fantasy, young adult, romance"
9781635575637,Piranesi,OL1387961A,"Sep 15, 2020",272.0,"fiction, fantasy"
9780062968784,Everything I Know About Love,,2020,,"fiction, romance"
9780062747075,The deepest roots,OL7540213A,2018,309.0,fiction
9780060935467,To Kill a Mockingbird,,2016,336.0,fiction
9781250342034,Hemlock & silver,,2025,366.0,
9780008272111,Binding,OL7634052A,2019,448.0,"history, fiction, fantasy"
9781250229175,Night Tiger,OL7425402A,2019,384.0,"history, fiction, fantasy"
9780593135204,Project Hail Mary,OL7234434A,"May 04, 2021",496.0,"fiction, thriller, science fiction, adventure"
9781982198787,We Used to Live Here,OL13535262A,2024-06-18,312.0,"fiction, mystery, thriller, horror"
9781763659919,Don't Believe Her,OL9085659A,2024,,"fiction, thriller"
9780385490818,The Handmaid's Tale,,2003?,311.0,"history, fantasy, fiction, dystopia fiction, science fiction"
9780593546031,Barbarian Alien,OL6152227A,2022,,
9781649378514,Shield of Sparrows,OL7798848A,"May 06, 2025",528.0,
9781101885932,The bear and the nightingale,OL7500579A,2017,322.0,fiction
9780063286290,She Started It,OL10796489A,2023,,
9780778387992,It's Not Her,,February 3 2026,,"fiction, thriller"
9781982179007,Untitled,OL28261A,2023,384.0,fiction
9780316310277,The Cruel Prince,,2018,370.0,"fiction, young adult, romance, fantasy"
9780593490143,I Have Some Questions for You,OL6945312A,2023,,fiction
9780316440882,Jade City,OL7469465A,2018,560.0,"fiction, adventure, fantasy"
9798987380420,Powerless,OL11086929A,2023,,"fiction, romance, fantasy"
9780861542420,Iron Widow,OL9098501A,"Oct 01, 2021",,"fiction, science fiction, fantasy"
9780241425442,Thursday Murder Club,OL7973935A,2020,379.0,"fiction, mystery"
9780593438671,"From Cold World, with Love",OL6472538A,2023,,
9780593437148,Do Your Worst,OL8292498A,"Nov 14, 2023",336.0,"fiction, romance"
9780593550403,Bride,OL9096427A,2024,,
9780593439357,The Very Secret Society of Irregular Witches,,"August 23, 2022",,"fiction, fantasy"
9781728296326,Perfect Story,OL7230842A,2024,,
9781250880314,Listen for the Lie,OL7243135A,"March 5, 2024",336.0,
9798212182805,You Shouldn't Have Come Here,OL9145196A,2023,,"fiction, thriller, mystery, horror, romance"
9781538771228,Rose in Chains (Deluxe Limited Edition),OL3073990A,2025,464.0,
9781250144843,Sometimes I lie,OL7458898A,2018,262.0,fiction
9780393635522,The overstory,OL873686A,2018,502.0,fiction
9781649374172,Iron Flame,,"November 7, 2023",640.0,"fiction, adventure, fantasy"
9780593547816,Happy Medium,OL8185362A,2024,,
9781649374042,Fourth Wing,OL7825177A,2023,517.0,"fiction, young adult, romance, fantasy"
9780778333364,Close Your Eyes and Count To 10,OL1426130A,2025,376.0,
9781476740188,The Library Book,OL20986A,"Oct 16, 2018",336.0,"history, fiction"
9781982132026,They Never Learn,OL7991078A,2020,352.0,
9780778332046,Radar Girls,OL8162195A,"Jul 27, 2021",368.0,
9781501139239,The Seven Husbands of Evelyn Hugo,,2017,388.0,"fiction, romance, non-fiction"
9781639730940,Throne of Glass,OL7115219A,2023,432.0,"fiction, adventure, fantasy, young adult, romance"
9798986692418,Can't Spell Treason Without Tea,OL7901306A,2022,442.0,"fiction, fantasy"
9780785290209,London House,OL7836418A,2021,,
9780008623005,Blue Sisters,OL9587687A,2024,,fiction
9781534457690,These Violent Delights,OL7935534A,"Nov 17, 2020",464.0,"history, fiction, young adult, fantasy"
9780525556572,Everything Is Tuberculosis,,18/03/2025,198.0,
9780385732550,The Giver,OL221009A,"January 24, 2006",179.0,"fantasy, fiction, adventure, dystopia fiction, young adult, science fiction"
9780399174476,The Girl Who Knew Too Much,OL20452A,2017,355.0,fiction
9780593187845,Shiver,OL8294265A,"Jan 04, 2022",,
9781250831828,Last Call at the Nightingale,OL7828916A,2022,,
9798568614203,Forever Never Always,OL10203158A,2021,,
9798217188123,Problematic Summer Romance,,"May 27, 2025",416.0,"fiction, romance"
9780593441299,Great Big Beautiful Life,OL7410858A,"April 22, 2025",418.0,
9781250866929,Rebel Witch,OL7484007A,"February 18, 2025",464.0,fiction
9781250360571,Haunting of Paynes Hollow,OL7159378A,2025,320.0,
9780060736262,A tree grows in Brooklyn,OL39597A,2005,443.0,fiction
9781250122544,The Scot Beds His Wife,OL7540250A,"Oct 03, 2017",416.0,"history, fiction, romance"
9781408862247,The Trees,OL6643535A,2016,,"fiction, dystopia fiction, fantasy"
9781400243068,Berlin Letters,OL7836418A,2024,,
9781250899569,Wedding People,OL7587305A,2024,,fiction
9780063215870,Ship Wrecked,OL7761883A,"Nov 15, 2022",400.0,
9780063066175,Small Game,OL7609152A,"Oct 25, 2022",304.0,
9781733596381,Reckless Memories,OL7650833A,"May 11, 2020",328.0,
9780525537441,Almost Everything,,2018,208.0,"history, fiction"
9781250320520,Bury Our Bones in the Midnight Soil,OL13535078A,2025,544.0,"history, fantasy, fiction, horror, romance"
9780593098660,The return,,2020,,"fiction, mystery, thriller, horror"
9781635575620,Court of Frost and Starlight,OL7115219A,2020,272.0,"fiction, young adult, romance, fantasy"
9780593640975,Novel Love Story,OL7504123A,2024,,
9781035042326,Spellshop,OL3126000A,2024,,"fiction, fantasy"
9781399726344,The Ministry of Time,OL13515159A,2024,353.0,"fiction, science fiction, dystopia fiction"
9780778309673,Red Sky Over Hawaii,OL8162195A,2020,352.0,"history, fiction, romance"
9780593546024,Ice Planet Barbarians,OL6152227A,2021,336.0,
9781250280800,Weyward,OL10269822A,2023,336.0,"history, fiction, fantasy"
9781250076069,The hunter,OL7540250A,2016,418.0,fiction
9781250333988,The Enchanted Greenhouse,OL3126000A,2025,384.0,"fiction, romance, fantasy"
9781368052405,The Inheritance Games,OL2678446A,"September 1, 2020",386.0,fiction
9780593436691,The Hacienda,OL9812943A,2022,352.0,
9781982199463,Writing Retreat,OL10538582A,2024,,"fiction, mystery, thriller"
9780593545768,Sign Here,OL1044160A,2022,404.0,
9781541600775,The Library,"OL453386A, OL7905101A",2021,528.0,history
9780063244764,Briar Club,OL6645130A,2024,,fiction
9780063310681,How to End a Love Story,OL11377403A,"May 1, 2024",384.0,
9780316158237,Belladonna,OL7823810A,2022,,"history, fantasy, fiction, thriller, mystery, horror, young adult, romance"
9780593183229,The Only One Left,,"June 20, 2023",,
9781250095282,If We Were Villains,OL7614826A,2017,358.0,fiction
9781526618351,Harry Potter and the Deathly Hallows Hufflepuff Edition,OL23919A,"Jun 02, 2021",,"fiction, mystery, adventure, fantasy, young adult"
9780593598870,Lost Story,OL11373112A,2024,,
9780765387561,The Invisible Life of Addie LaRue,OL6979295A,"Oct 06, 2020",448.0,"history, fiction, science fiction, fantasy"
9780060987107,Wicked,OL21554A,"November 6, 1996",448.0,"fiction, romance, fantasy"
9780312663155,Winter Garden,,2011,,fiction
9781250391230,Careless People,,2025,394.0,
9781250076052,The Highwayman,OL7540250A,2015,370.0,fiction
9781668075081,The Buffalo Hunter Hunter,OL1390519A,2025,435.0,
9781538741047,Dark Succession,OL7527957A,2023,,
9781982189129,Counterfeit Countess,"OL764914A, OL9619791A",2024,,history
9781662048043,Five Total Strangers,"OL7593202A, OL9298104A","Nov 24, 2020",,fiction
9781664618763,Silver Borne,OL1385348A,"Jan 20, 2012",1.0,"fiction, romance, fantasy"
9780593547946,A Demon's Guide to Wooing a Witch,OL9617481A,"Nov 28, 2023",336.0,"fiction, romance"
9781250076076,The highlander,OL7540250A,2016,358.0,fiction
9780778307914,Lieutenant's Nurse,OL8162195A,2019,352.0,
9780593420034,Nora Goes off Script,OL3732358A,2022,,
9781668019061,My Darling Girl,OL3434303A,"Oct 03, 2023",320.0,"fiction, thriller, horror"
9780545433150,"Amulet, Book Six",OL3030442A,2014,213.0,
9781982188344,The Reformatory,OL383522A,2023,576.0,"history, fiction, thriller, mystery, horror"
9780965341981,The Wind-Up Bird Chronicle,"OL382524A, OL1351295A","Sep 13, 1997",611.0,"fiction, fantasy"
9780593545959,Grave Robbery,OL2857842A,2024,,
9780593470831,Killers of the Flower Moon,OL5124799A,2023,,"history, fiction, mystery"
9781771682558,All Dogs Are Good,OL7541292A,2021,160.0,
9780143136170,You'd Look Better As a Ghost,OL10453055A,2024,,
9781250791405,Dead Girls Don't Dream,OL7500381A,2024,,
9781250077035,Broken: In the Best Possible Way,,April 6 2021,,
9781447256236,Invisible Library,OL3036197A,"Jan 15, 2015",,"fiction, thriller, adventure, fantasy"
9781645671336,Written in Starlight,OL7822203A,2021,368.0,"fiction, fantasy"
9780593818558,The Late-Night Witches,OL7552436A,2025,398.0,
9781682636183,The Spirit Bares Its Teeth,OL10011718A,2023,400.0,"history, fantasy, fiction, horror, young adult"
9780593201268,How to Sell a Haunted House,OL7231153A,2022,413.0,"fiction, mystery, thriller, horror"
9780525520382,There There,,,,
9780593545867,Black Sheep,OL838513A,2024,,"fantasy, fiction, thriller, mystery, horror"
9781984818416,Wish You Were Here,OL78925A,"Nov 30, 2021",336.0,fiction
9781538723562,"Liar, Dreamer, Thief",OL10467250A,2023,336.0,"mystery, thriller"
9780593956014,The Eye of the Bedlam Bride,OL3101279A,2025,832.0,
9781501190100,The Family Upstairs,,2019,340.0,"fiction, thriller"
9781250793393,These Silent Woods,OL7299066A,2021,288.0,
9780843955439,The Girl Next Door,OL2701836A,"May 31, 2005",370.0,"fiction, mystery, thriller, horror"
9780593815946,Keeper of Magical Things,OL13637071A,2025,336.0,fantasy
9781949694574,Duet with the Siren Duke,OL7387999A,2023,,"fiction, romance, fantasy"
9781250339485,The Whispering Night,OL7051942A,"November 19, 2024",367.0,
9780593336106,Back in a Spell,OL9571191A,"Jan 10, 2023",336.0,
9781250622006,Slewfoot,OL7478039A,"Sep 14, 2021",320.0,"history, horror, fiction, fantasy"
9781398713604,Duel with the Vampire Lord,OL7387999A,2023,,"fiction, romance, fantasy"
9780747538356,Gift of Fear,OL544933A,August 2000,340.0,
9781638931249,Butcher Game,OL10380023A,2024,,
9781250855480,When among Crows,OL6895646A,2024,,"fiction, fantasy"
9781454952824,Ghost Mother,OL219526A,2024,,
9781668021385,Painter's Daughters,OL13516612A,2024,,
9781665903523,Tender Beasts,OL9147354A,2024,,fiction
9780316540537,How Far the Light Reaches,OL8015838A,2022,272.0,non-fiction
9781035042333,Spellshop,OL3126000A,2024,,"fiction, fantasy"
9781788168748,Fyneshade,OL5967391A,2023,,
9781637744352,Miracle Morning,OL13229928A,2023,304.0,
9781098378363,Magical Tarot Deck,"OL9582205A, OL9582206A",2021,286.0,
9788467476668,Monster Kanzenban nº 06/09,OL7476938A,"Mar 23, 2010",408.0,
9788467476637,Monster Kanzenban nº 03/09,OL7476938A,"Sep 22, 2009",424.0,
9780593317235,Volcano Daughters,OL13533604A,2024,,
9780143138341,Queen B,OL7542797A,2024,,
9780593707760,Six of Sorrow,OL7504118A,2024,,
9780451476159,A perilous undertaking,OL2857842A,2017,338.0,"history, fiction"
9781668058398,The Crescent Moon Tearoom,,2024,,
9780593336656,Looking for Love in All the Haunted Places,OL7531059A,2024,,
9781472283757,Moon Gate,OL9760671A,2023,,
9781555977887,Her Body and Other Parties: Stories,OL7486498A,"Oct 03, 2017",248.0,"horror, fiction, science fiction, fantasy"
9781101871980,You Should Have Left: A Novel,OL91826A,"Jun 13, 2017",113.0,"fiction, horror"
9781728280172,Deer and the Dragon,OL10393593A,2024,,
9781250790286,Summer Sons,OL9233051A,"Sep 28, 2021",384.0,fiction
9780593441503,Two Wrongs Make a Right,OL9255042A,"Nov 22, 2022",336.0,
9781958931028,There Are No Saints,OL10621490A,"Oct 07, 2022",360.0,"fiction, romance"
9781250826121,Diavola,OL5325347A,2024,304.0,"fiction, mystery, thriller, horror"
9781250812193,Book of Night,OL1430285A,"May 03, 2022",368.0,fiction
9780064410274,How to disappear completely and never be found.,OL957709A,2003,,"fiction, mystery"
9780375718946,A Wild Sheep Chase,OL382524A,"April 9, 2002",368.0,"fiction, mystery, adventure, fantasy"
9781476792217,The girls in the garden,OL28261A,2016,312.0,"fiction, mystery"
9781471183812,Island of Sea Women,OL24657A,2019,384.0,"history, fiction"
9780316265850,"Good Night, Irene",OL10282629A,2023,416.0,fiction
9780593641941,Reign of Rose,OL11355374A,2024,,"fiction, romance, fantasy"
9780593595718,Ready or Not,OL8355916A,2024,,
9781639109487,Haunt Your Heart Out,OL11034507A,2024,,
9781368092838,Tangled Up In You,OL7320009A,2024,,
9781721339631,Clockwork Boys,"OL7442286A, OL7832747A","Aug 13, 2019",,
9780735242722,Man Downstairs,OL1604262A,2024,,
9781399716598,How to End a Love Story,OL11377403A,"April 9, 2024",372.0,
9781443459198,Five Little Indians,OL8475420A,2020,304.0,fiction
9780593640081,Love and Other Conspiracies,OL13612666A,2024,,
9781542040549,The Perfect Child,OL7637769A,"Mar 01, 2019",370.0,"fiction, thriller"
9780451476173,A treacherous curse,OL2857842A,2018,308.0,"history, fiction, mystery"
9780593156650,It Will Only Hurt for a Moment,OL12931316A,2024,,
9781728251950,Poisons We Drink,OL13090568A,2024,,
9781250858108,Crane among Wolves,OL7866236A,2024,,
9781250334886,Brigands and Breadknives,OL9109447A,2025,336.0,
9781982166823,Expiration Dates,OL7027682A,2024,,
9781788452137,Her Dark Wings,OL10520645A,2022,,
9780061711527,Cinderella ate my daughter,OL578104A,2011,244.0,
9780316056861,Bossypants,OL6893262A,2011,277.0,non-fiction
9781881273158,The five love languages,OL189792A,2004,203.0,romance
9781250847232,Not for the Faint of Heart,OL8117039A,2024,352.0,"history, fiction, fantasy, young adult, romance"
9781665918688,Door in the Dark,OL7494491A,2023,,
9781250884251,The Familiar,OL7032054A,2024,400.0,
9781949794311,Winning over a Wood Witch,OL8446438A,2023,,"fiction, romance, fantasy"
9781632063731,Trial of Anna Thalberg,"OL8104042A, OL11829196A",2024,,
9781736928448,Marla,OL7403148A,2022,,"fiction, horror"
9781959411642,Strange Beasts,OL13536453A,2024,,"fiction, adventure"
9780063243675,Meanwhile,OL33207A,2023,,
9781728242590,The Book Woman's Daughter,OL6512837A,2022,320.0,fiction
9781770417328,Grey Dog,OL13616190A,2024,,"fiction, horror"
9781982103538,The Body,OL7829287A,2018,192.0,"fiction, horror"
9781631498633,Victorian Psycho,OL9109033A,2025,208.0,
9780593871799,Best Hex Ever,OL13603790A,2024,,
9781250283993,House of Glass,OL6623165A,2024,,
9780593481516,Haunting,OL7360418A,2023,352.0,
9781559702027,Auschwitz,OL2724944A,1993,222.0,non-fiction
9781250803351,Together We Burn,OL7822203A,2022,,
9781739234836,"Dark Woods, Deep Water",OL10435651A,2023,322.0,
9780593202036,Cackle,OL838513A,2022,,"horror, fiction, fantasy"
9781526620521,Valley of Lost Secrets,OL9540571A,2021,304.0,
9781668024447,Counting the Cost,"OL7624785A, OL12999531A, OL1432109A",2023,,non-fiction
9781525809811,Madness,OL7491660A,2024,,
9780399563645,The Book of Form and Emptiness,OL6466122A,"Sep 21, 2021",512.0,"fiction, fantasy"
9780141014081,The Complete Maus,OL250856A,"October 2, 2003",296.0,"history, fiction, non-fiction, horror"
9781250892836,A Fragile Enchantment,,2024,,fiction
9780593818633,I Got Abducted by Aliens and Now I'm Trapped in a Rom-Com,OL10424053A,"Feb 18, 2025",304.0,
9781803365756,Bloom,OL7334544A,2023,,
9780439846806,"Amulet, Book One",OL3030442A,"January 1, 2008",192.0,"fiction, fantasy"
9780063293014,All in Her Head,OL13534123A,2024,,
9780593549391,Overruled,OL10625824A,2025,432.0,
9781771682497,Rooms of the Mind,OL7636431A,2021,192.0,
9780316393515,Rose by Any Other Name,OL9589347A,2024,,
9780593548912,My Roommate Is a Vampire,OL10789629A,"August 29, 2023",341.0,
9780593197264,Unexpected Peril,OL2857842A,2021,336.0,
9781250910837,Banh Mi for Two,OL13535300A,2024,,
9780778387114,London Séance Society,OL8374201A,2023,,fiction
9781250788917,A Restless Truth,OL7631130A,2022,,"history, romance, fantasy"
9780375714573,Persepolis,OL1394320A,"June 1, 2004",160.0,"fiction, non-fiction"
9780063421677,A Theory of Dreaming,OL9111005A,"July 29, 2025",416.0,
9781408725795,Love Theoretically,OL9096427A,2023,,"fiction, romance"
9780778333340,New Couple In 5B,OL1426130A,2024,,
9780374389406,A Tempest of Tea,OL7619007A,2022,338.0,
9780593528716,Threads That Bind,OL10808104A,2023,,
9780062941503,My dark Vanessa,,2020,372.0,"fiction, mystery"
9781447256250,Masked City,OL3036197A,"Dec 03, 2015",,"horror, fiction, fantasy"
9781847562692,Witch Hunt,OL7413686A,2012,,"fiction, horror"
9780063095564,Thank You for Listening,OL7923749A,2022,,
9780385333849,Slaughterhouse-Five,,1999-01,288.0,"history, fiction, fantasy, young adult, science fiction"
9780593335833,In the Company of Witches,OL7552436A,2021,336.0,
9780525707370,The Babysitters Coven,,2019,360.0,fiction
9781624148026,Woven in Moonlight,OL7822203A,2020,384.0,fiction
9780593570098,Those We Drown,OL10533379A,2023,406.0,fiction
9781250244048,Nettle & Bone,OL7442286A,"Apr 26, 2022",256.0,"horror, fiction, fantasy"
1250326818,Fractured Fables,OL7617622A,2024,,
9780008650629,Rebel Witch,OL7484007A,2025,464.0,fiction
9781250856760,God of Endings,OL8265919A,2023,,"history, fantasy, fiction, thriller, horror"
9781940885001,The Least of My Scars,OL1390519A,2013,183.0,fiction
9781616204624,Cannibalism,OL5024566A,2017,332.0,
9781250895660,Don't Let the Forest In,OL7822370A,2024,336.0,"fantasy, fiction, mystery, horror, young adult, romance"
9780593834459,Anatomy of an Alibi,,"January 13, 2026",,
9798212182843,Home Is Where the Bodies Are,OL9145196A,2024,,"fiction, mystery, thriller, horror"
9781803369976,Hollow and the Haunted,OL13621381A,2024,,
9780063244023,Be Back Never,OL13604692A,2024,,
9781400078981,Oryx and Crake,,2003,,"fiction, romance, science fiction, fantasy"
9781728257006,Radiant Sin,OL7527957A,"Feb 07, 2023",320.0,fiction
9780593637968,In Charm's Way,OL9571191A,"Aug 22, 2023",304.0,
9780439846837,amile,OL3030442A,2009,220.0,"horror, fiction, adventure, fantasy"
9780316592789,For the Wolf,OL9156648A,"Jun 01, 2021",480.0,"fiction, romance, adventure, fantasy"
9780593160299,Lore Olympus,OL1438330A,"Oct 05, 2021",416.0,
9780063211551,Fable for the End of the World,OL9111005A,2025,384.0,
9781250799050,Starling House,OL7617622A,2023,320.0,fiction
9781250194046,The Luminaries,OL7051942A,"November 1, 2022",304.0,
9780316591829,Wildwood Magic,OL9177893A,2022,,
9780593722343,Dark and Drowning Tide,OL7965892A,2024,,
9781800310162,Lost Apothecary,OL8374201A,2022,,"history, fiction"
9781645679301,My Throat an Open Grave,OL9560907A,2024,,fiction
9781250862747,Pairing,OL7620131A,2024,,fiction
9781250909565,I Feed Her to the Beast and the Beast Is Me,OL12386620A,2023,,
9781789094381,The Path of Thorns,,,,
9780744302356,Woodkin,OL2687910A,2023,,"fiction, horror"
9781984804761,Secret Chapter,OL3036197A,2020,352.0,"history, fiction, adventure, fantasy, science fiction"
9780143131632,The silent companions,OL7535720A,2018,304.0,fiction
9781803365473,Dreadful,OL13538153A,2024,,
9798986692401,Can't Spell Treason Without Tea,OL7901306A,2022,388.0,"fiction, fantasy"
9780008521462,Godkiller,OL10383304A,2024,304.0,"fiction, adventure, fantasy"
9781682636121,Compound Fracture,OL10011718A,2024,416.0,
9781950968275,Gift of Self-Love,"OL8416742A, OL7786182A",2021,208.0,
9798988560364,Tangled Power,OL13111333A,2024,,"fiction, fantasy"
9780593449950,"White Cat, Black Dog",OL1425196A,"Mar 28, 2023",272.0,"horror, fiction, fantasy"
9781250778024,Coffeeshop in an Alternate Universe,OL5920332A,2025,400.0,"young adult, romance, fantasy"
9798987122716,A Dawn of Onyx (The Sacred Stones Book 1),,"First published December 15, 2022",,
9781954118461,Comfort of Crows,OL3819587A,2023,,fiction
9780062692061,Wicked and the Wallflower,OL5159027A,"Jun 19, 2018",416.0,"history, fiction, romance, thriller"
9781771683845,Self Portrait,OL7636431A,2024,,
9781250767080,A Magic Steeped in Poison,OL9616871A,29 March 2022,384.0,"fiction, young adult, fantasy"
9780062416148,Spider and the Fly,OL8099080A,2017,,non-fiction
9781476717715,The troop,OL7503617A,2014,358.0,fiction
9781645661856,Where I End,OL3044408A,2024,,
9798986697215,Highlander for Hannah,OL942572A,2022,,"fiction, romance"
9781668020852,Fruit of the Dead,OL7530407A,2024,,
9781335012326,Compass and Blade,OL10523956A,2024,,
9781785039713,Winter of the Witch,OL7500579A,2019,384.0,"fiction, fantasy"
9781525804786,The Last Heir to Blackwood Library,,04 April 2023,,
9780593437919,The Book That Wouldn't Burn,OL2877997A,"May 9, 2023",559.0,
9780063015951,Dreams Lie Beneath,OL372281A,2021,,
9780861540907,FIREKEEPER'S DAUGHTER,,,,"fiction, young adult, mystery, thriller"
9780593955994,The Butcher’s Masquerade,OL3101279A,2025,720.0,
9780063330511,Midnight on Beacon Street,OL13535776A,2024,,
9780593715055,Old Flames and New Fortunes,OL7834465A,2024,,
9780316570312,That Time I Got Drunk and Yeeted a Love Potion at a Werewolf,OL10424053A,2024,,"fiction, romance, fantasy"
9781035413225,Degrees of Engagement,OL5419203A,2024,,
9781250157669,Finale,OL7387659A,"May 07, 2019",416.0,"fiction, fantasy"
9781529097115,A Steeping of Blood,OL7619007A,2025,352.0,
1957133058,Exorcist's House,OL6969229A,2022,286.0,"fiction, thriller, horror"
9781915998590,Odd Spirits,OL10069348A,2024,,
9780241435007,The Island of Missing Trees,,,,
9780593336083,From Bad to Cursed,OL9571191A,2022,,
9781542017022,What Lies Between Us,OL7645630A,2020,362.0,
9781982137441,In five years : a novel,,2020,,"fiction, romance, fantasy"
9788467476620,Monster Kanzenban nº 02/09,OL7476938A,"Jul 07, 2009",424.0,
9781578637249,Way of the Water Priestess,OL7634697A,2021,,history
9781982150921,Tender Is the Flesh,"OL8106910A, OL8344684A",2020-08-04,224.0,"fiction, thriller, horror, romance, science fiction, dystopia fiction"
9780062348678,Simon vs. the Homo Sapiens Agenda,,"April 7, 2015",,"fiction, young adult, romance, adventure"
9781982135706,Twice In A Blue Moon,,2019,355.0,
9781844885961,Strange Sally Diamond,OL7239914A,2023,,
9781643755663,Shae,OL7634473A,2024,,
9781538724583,Fledgling,OL30802A,2022,,"fantasy, fiction, mystery, adventure, horror, science fiction"
9780451476029,A Curious Beginning,OL2857842A,"Jul 12, 2016",368.0,"fiction, mystery"
9781594745263,Horrorstör,,"September 23, 2014",240.0,"fiction, thriller, horror"
9780525511830,How fascism works,,2018,218.0,history
9780809037728,Dawn,OL20891A,"March 21, 2006",96.0,fiction
9781578637706,A Walk Through the Forest of Souls,OL20317A,"Oct 01, 2023",304.0,
9780593200162,The Wisteria Society of Lady Scoundrels,OL9247867A,"Jun 15, 2021",336.0,
9780593318256,Wandering Stars,OL7442140A,2024,,
9780756418854,Someone You Can Build a Nest In,OL7908050A,2024,310.0,
9780778368458,Bat Eater and Other Names for Cora Zeng,,"April 29, 2025",304.0,
9781250788894,A Marvellous Light,OL7631130A,2021,384.0,"history, fiction, romance, fantasy"
9781419729072,Invisible Women,OL7636049A,"Mar 12, 2019",272.0,history
9781250857453,Ruthless Vows,OL372281A,2023,,
9781958228081,Her Dark Enchantments,OL11212215A,2023,,"fiction, romance, fantasy"
9780008354695,Lighthouse Witches,OL3717565A,2021,432.0,
9781464246579,Untitled 9781464246579,OL10621490A,2025,320.0,
9780544938328,How to be a good creature,OL218131A,2018,200.0,
9780356516370,For the Throne,OL9156648A,2022,448.0,
9780525659457,Brutal Reckoning,OL7388932A,2023,,history
9781250354341,When the Wolf Comes Home,,"April 22, 2025",304.0,
9781538768488,Big Dumb Eyes,OL15007231A,2025,,
9780374609979,Hestia Strikes a Match,OL10409770A,2023,,
9780525559757,Bunny,OL7512339A,2020,320.0,"fiction, fantasy"
9781665914604,Dead Things Are Closer Than They Appear,OL13022362A,2024,,fiction
